customer,cust_degree,cust_pagerank,cust_community,merchant,mer_degree,mer_pagerank,mer_community
C2062758473,6,0.15,15,,,,
C2062869828,10,0.15,40,,,,
C2063574289,13,0.15,40,,,,
C2063978670,10,0.15,5,,,,
C2064491438,14,0.15,41,,,,
C2064655298,11,0.15,42,,,,
C2065544312,9,0.15,7,,,,
C2066612191,7,0.15,5,,,,
C2066736149,12,0.15,40,,,,
C2068249421,11,0.15,42,,,,
C2068909690,9,0.15,5,,,,
C2070292195,9,0.15,42,,,,
C2070935783,9,0.15,42,,,,
C2070990530,17,0.15,42,,,,
C2070997908,11,0.15,42,,,,
C2072009750,9,0.15,5,,,,
C2073207955,13,0.15,43,,,,
C207380283,12,0.15,42,,,,
C2074365962,13,0.15,42,,,,
C2074563683,9,0.15,42,,,,
C2075157607,8,0.15,44,,,,
C2075699398,12,0.15,42,,,,
C207575907,16,0.15,44,,,,
C207576555,10,0.15,43,,,,
C2075898645,9,0.15,42,,,,
C2075935351,14,0.15,42,,,,
C2076439645,13,0.15,44,,,,
C2076671849,10,0.15,42,,,,
C2078039202,14,0.15,5,,,,
C2078460335,10,0.15,42,,,,
C2078688167,15,0.15,42,,,,
C2079384186,18,0.15,40,,,,
C2079453894,15,0.15,5,,,,
C2080088206,18,0.15,5,,,,
C2080100346,8,0.15,40,,,,
C208151769,17,0.15,42,,,,
C2081591507,12,0.15,43,,,,
C2081956948,11,0.15,42,,,,
C2082187659,11,0.15,38,,,,
C2082605784,12,0.15,40,,,,
C2083017854,8,0.15,46,,,,
C2083329818,12,0.15,43,,,,
C2084267589,10,0.15,42,,,,
C2084449024,14,0.15,40,,,,
C2084566155,23,0.15,42,,,,
C2084933658,9,0.15,42,,,,
C208514238,14,0.15,40,,,,
C2085186254,19,0.15,41,,,,
C2085650948,11,0.15,42,,,,
C2086664398,12,0.15,43,,,,
C2087229084,19,0.15,42,,,,
C2087230127,12,0.15,5,,,,
C2087715408,14,0.15,42,,,,
C2088008854,13,0.15,43,,,,
C2088631865,14,0.15,42,,,,
C208889378,11,0.15,42,,,,
C2089485741,9,0.15,40,,,,
C2090486181,10,0.15,43,,,,
C2091583256,11,0.15,42,,,,
C2091703695,9,0.15,5,,,,
C2092526272,10,0.15,43,,,,
C2092733799,13,0.15,42,,,,
C2093963973,13,0.15,1,,,,
C2094120486,15,0.15,44,,,,
C2094361013,10,0.15,5,,,,
C2094478222,5,0.15,15,,,,
C2095181585,14,0.15,43,,,,
C2095429384,10,0.15,43,,,,
C2095815783,8,0.15,44,,,,
C2095938989,12,0.15,42,,,,
C2095975270,9,0.15,7,,,,
C2096265838,8,0.15,42,,,,
C2096367617,15,0.15,5,,,,
C2100371435,14,0.15,5,,,,
C2100466386,14,0.15,5,,,,
C2100602051,10,0.15,43,,,,
C2100825064,12,0.15,42,,,,
C2101882723,11,0.15,42,,,,
C2102316964,9,0.15,42,,,,
C210318225,11,0.15,5,,,,
C2103685620,16,0.15,43,,,,
C2104185147,11,0.15,43,,,,
C2104407126,13,0.15,42,,,,
C2104923127,11,0.15,40,,,,
C2105324799,10,0.15,7,,,,
C210563051,10,0.15,44,,,,
C210584188,9,0.15,42,,,,
C2106115023,9,0.15,43,,,,
C2108669396,12,0.15,42,,,,
C2109575612,13,0.15,41,,,,
C2109595609,13,0.15,43,,,,
C2110532720,8,0.15,5,,,,
C2110568911,13,0.15,43,,,,
C2110878299,10,0.15,5,,,,
C2111849765,9,0.15,5,,,,
C2112350124,12,0.15,43,,,,
C2112563194,13,0.15,43,,,,
C2112631749,14,0.15,42,,,,
C2112751068,11,0.15,43,,,,
C2113737065,25,0.15,41,,,,
C2113973089,17,0.15,42,,,,
C2114634161,10,0.15,44,,,,
C2115344024,9,0.15,42,,,,
C2115574807,8,0.15,44,,,,
C211657450,14,0.15,5,,,,
C2116616608,13,0.15,44,,,,
C2117244434,16,0.15,42,,,,
C2117326082,8,0.15,44,,,,
C2117552812,12,0.15,42,,,,
C2117938225,11,0.15,44,,,,
C2118328869,18,0.15,5,,,,
C2119675022,9,0.15,42,,,,
C2120153320,13,0.15,42,,,,
C2120296918,14,0.15,42,,,,
C2120633706,11,0.15,43,,,,
C21207783,19,0.15,43,,,,
C2121874810,13,0.15,43,,,,
C212188289,13,0.15,5,,,,
C2123693067,9,0.15,44,,,,
C2123823248,11,0.15,44,,,,
C2125297333,12,0.15,42,,,,
C2125787399,13,0.15,44,,,,
C2126019044,9,0.15,40,,,,
C2126436338,11,0.15,42,,,,
C2126563017,11,0.15,44,,,,
C2126657609,10,0.15,38,,,,
C2126946323,10,0.15,42,,,,
C2127479268,11,0.15,43,,,,
C2128227866,13,0.15,43,,,,
C2128263275,17,0.15,42,,,,
C2128589842,12,0.15,43,,,,
C2128712024,9,0.15,3,,,,
C2129810887,16,0.15,5,,,,
C2129964241,10,0.15,5,,,,
C2130327838,13,0.15,42,,,,
C2130871815,13,0.15,44,,,,
C2130894809,11,0.15,11,,,,
C2131498052,13,0.15,5,,,,
C213197624,11,0.15,42,,,,
C2132111174,10,0.15,42,,,,
C2132909556,10,0.15,42,,,,
C2132916640,9,0.15,5,,,,
C2132932756,13,0.15,44,,,,
C2134043204,11,0.15,5,,,,
C2134399963,9,0.15,44,,,,
C2134625729,3,0.15,9,,,,
C2136008441,16,0.15,44,,,,
C2136169439,8,0.15,42,,,,
C2136232396,13,0.15,42,,,,
C2136422351,11,0.15,44,,,,
C2136553361,11,0.15,42,,,,
C2137070408,8,0.15,42,,,,
C2137381129,9,0.15,38,,,,
C2138532527,10,0.15,38,,,,
C2138823885,13,0.15,42,,,,
C2140000055,10,0.15,42,,,,
C2140112247,6,0.15,6,,,,
C2140473917,9,0.15,5,,,,
C2141677873,14,0.15,42,,,,
C2143703121,12,0.15,42,,,,
C2144163136,10,0.15,42,,,,
C2144330803,14,0.15,43,,,,
C2144562698,18,0.15,43,,,,
C2145337724,10,0.15,43,,,,
C2145448250,9,0.15,5,,,,
C2145933360,8,0.15,43,,,,
C214836772,9,0.15,40,,,,
C215334224,9,0.15,44,,,,
C21670075,12,0.15,43,,,,
C217572786,6,0.15,20,,,,
C218446443,25,0.15,5,,,,
C220694569,14,0.15,42,,,,
C220904895,10,0.15,5,,,,
C221508235,13,0.15,40,,,,
C22162402,10,0.15,5,,,,
C222098023,9,0.15,43,,,,
C223315547,11,0.15,42,,,,
C225675370,16,0.15,44,,,,
C226102422,14,0.15,40,,,,
C226835436,11,0.15,40,,,,
C226946948,17,0.15,44,,,,
C227186054,9,0.15,42,,,,
C227356089,13,0.15,42,,,,
C227554892,7,0.15,44,,,,
C228023479,9,0.15,44,,,,
C228319796,14,0.15,43,,,,
C228882909,10,0.15,42,,,,
C22920054,10,0.15,43,,,,
C229592862,11,0.15,43,,,,
C229665572,9,0.15,42,,,,
C230488939,10,0.15,5,,,,
C23049140,13,0.15,41,,,,
C230958403,17,0.15,44,,,,
C231044523,7,0.15,5,,,,
C231476583,12,0.15,38,,,,
C232299558,14,0.15,44,,,,
C232369406,12,0.15,42,,,,
C232517457,12,0.15,40,,,,
C233539413,14,0.15,45,,,,
C233548839,16,0.15,42,,,,
C234264885,18,0.15,43,,,,
C235397460,10,0.15,40,,,,
C235542568,11,0.15,43,,,,
C23569509,7,0.15,42,,,,
C23582994,10,0.15,44,,,,
C236106052,9,0.15,42,,,,
C236847402,11,0.15,42,,,,
C236932311,17,0.15,5,,,,
C236999052,11,0.15,42,,,,
C23740594,9,0.15,5,,,,
C238162071,10,0.15,5,,,,
C238779431,8,0.15,44,,,,
C23992005,13,0.15,41,,,,
C240900578,8,0.15,42,,,,
C241071592,8,0.15,3,,,,
C241463462,13,0.15,5,,,,
C24198147,11,0.15,5,,,,
C243130666,5,0.15,10,,,,
C245019752,11,0.15,44,,,,
C245117318,24,0.15,41,,,,
C245908628,9,0.15,5,,,,
C24691837,9,0.15,5,,,,
C247537602,11,0.15,43,,,,
C247656929,10,0.15,5,,,,
C248927068,11,0.15,43,,,,
C249282739,8,0.15,42,,,,
C249473604,10,0.15,42,,,,
C249907687,10,0.15,42,,,,
C250546729,9,0.15,40,,,,
C251449240,8,0.15,43,,,,
C251602943,11,0.15,40,,,,
C251630036,10,0.15,42,,,,
C251875213,16,0.15,5,,,,
C252172114,9,0.15,43,,,,
C252625411,9,0.15,41,,,,
C25346278,11,0.15,42,,,,
C253956131,21,0.15,40,,,,
C255059556,9,0.15,44,,,,
C255101565,12,0.15,42,,,,
C255292461,10,0.15,43,,,,
C255691679,9,0.15,44,,,,
C256152889,8,0.15,11,,,,
C256310721,11,0.15,44,,,,
C257361511,10,0.15,43,,,,
C25759288,7,0.15,42,,,,
C257664421,14,0.15,5,,,,
C259132706,7,0.15,5,,,,
C259158925,11,0.15,43,,,,
C260437492,11,0.15,42,,,,
C26045684,9,0.15,5,,,,
C260840933,10,0.15,5,,,,
C260927654,15,0.15,42,,,,
C261398093,11,0.15,43,,,,
C261466841,7,0.15,3,,,,
C261768480,8,0.15,5,,,,
C262282046,11,0.15,5,,,,
C262404738,11,0.15,42,,,,
C263489307,9,0.15,42,,,,
C263788122,11,0.15,5,,,,
C26438018,12,0.15,42,,,,
C264736518,9,0.15,5,,,,
C264950364,9,0.15,7,,,,
C265405940,11,0.15,43,,,,
C267009229,13,0.15,42,,,,
C26716153,9,0.15,5,,,,
C267284908,11,0.15,42,,,,
C26746445,10,0.15,44,,,,
C267593624,15,0.15,43,,,,
C268686998,10,0.15,42,,,,
C268823556,8,0.15,20,,,,
C268949400,10,0.15,42,,,,
C269960003,11,0.15,44,,,,
C270217031,11,0.15,43,,,,
C2704357,11,0.15,44,,,,
C27106217,14,0.15,5,,,,
C271457213,15,0.15,42,,,,
C27152267,8,0.15,5,,,,
C272471718,10,0.15,43,,,,
C272748313,14,0.15,44,,,,
C272752096,13,0.15,43,,,,
C274026379,9,0.15,44,,,,
C274387846,14,0.15,5,,,,
C274486575,7,0.15,41,,,,
C274747841,16,0.15,41,,,,
C275926123,16,0.15,3,,,,
C276142295,7,0.15,5,,,,
C276409392,13,0.15,44,,,,
C276623362,12,0.15,40,,,,
C277079859,9,0.15,5,,,,
C277720476,11,0.15,44,,,,
C278409847,9,0.15,44,,,,
C278484907,16,0.15,3,,,,
C278501873,9,0.15,3,,,,
C278676105,8,0.15,5,,,,
C279066833,10,0.15,42,,,,
C279399121,16,0.15,42,,,,
C279936687,19,0.15,5,,,,
C28023491,8,0.15,43,,,,
C28065321,6,0.15,7,,,,
C280778280,10,0.15,40,,,,
C281474709,12,0.15,40,,,,
C281893917,11,0.15,42,,,,
C282166299,6,0.15,44,,,,
C282411136,14,0.15,42,,,,
C282483842,12,0.15,5,,,,
C283266984,13,0.15,5,,,,
C284165615,15,0.15,42,,,,
C285306155,12,0.15,42,,,,
C285513182,12,0.15,44,,,,
C285545076,12,0.15,43,,,,
C285580881,11,0.15,43,,,,
C285984841,10,0.15,42,,,,
C286236136,20,0.15,40,,,,
C286547187,10,0.15,44,,,,
C286580355,8,0.15,44,,,,
C287182059,13,0.15,3,,,,
C287533643,11,0.15,42,,,,
C288613043,12,0.15,42,,,,
C288684762,11,0.15,42,,,,
C288727438,16,0.15,42,,,,
C289617636,11,0.15,44,,,,
C289653430,13,0.15,7,,,,
C290140685,11,0.15,43,,,,
C290487175,11,0.15,5,,,,
C291671443,9,0.15,43,,,,
C292682242,10,0.15,43,,,,
C294759668,7,0.15,7,,,,
C294914134,15,0.15,44,,,,
C295094185,13,0.15,44,,,,
C295271306,9,0.15,5,,,,
C295362058,12,0.15,5,,,,
C296571542,14,0.15,44,,,,
C296630818,11,0.15,43,,,,
C297347471,10,0.15,43,,,,
C297351696,10,0.15,5,,,,
C297432139,17,0.15,41,,,,
C297745197,12,0.15,43,,,,
C298317613,12,0.15,42,,,,
C298468219,10,0.15,40,,,,
C299068475,10,0.15,44,,,,
C299357678,15,0.15,40,,,,
C299734038,15,0.15,42,,,,
C299858046,14,0.15,42,,,,
C300052027,12,0.15,46,,,,
C300112558,3,0.15,9,,,,
C30024621,14,0.15,43,,,,
C301422123,11,0.15,11,,,,
C301483725,9,0.15,43,,,,
C301739259,9,0.15,7,,,,
C302774270,9,0.15,5,,,,
C30336615,10,0.15,44,,,,
C303533554,12,0.15,5,,,,
C30374753,9,0.15,44,,,,
C304677660,12,0.15,40,,,,
C306641104,15,0.15,42,,,,
C306839491,12,0.15,5,,,,
C306854291,11,0.15,42,,,,
C307655955,5,0.15,44,,,,
C309177915,14,0.15,44,,,,
C309334921,11,0.15,42,,,,
C309780280,8,0.15,5,,,,
C310220915,10,0.15,43,,,,
C310751417,11,0.15,44,,,,
C311188483,11,0.15,40,,,,
C311783581,9,0.15,42,,,,
C312053639,11,0.15,40,,,,
C312072263,7,0.15,44,,,,
C313157633,17,0.15,42,,,,
C313266037,12,0.15,43,,,,
C317314063,9,0.15,5,,,,
C318417129,4,0.15,27,,,,
C318717540,11,0.15,42,,,,
C318818410,10,0.15,42,,,,
C319933645,8,0.15,40,,,,
C320158645,18,0.15,42,,,,
C320437746,12,0.15,42,,,,
C321375878,7,0.15,42,,,,
C322786133,10,0.15,7,,,,
C322802193,10,0.15,40,,,,
C323226584,11,0.15,44,,,,
C323852731,17,0.15,44,,,,
C323912860,9,0.15,43,,,,
C323996741,11,0.15,44,,,,
C324262354,11,0.15,42,,,,
C324333692,9,0.15,42,,,,
C324498528,9,0.15,5,,,,
C325775693,8,0.15,43,,,,
C32640811,9,0.15,44,,,,
C326482046,4,0.15,42,,,,
C326815335,11,0.15,40,,,,
C327430270,11,0.15,44,,,,
C328208842,12,0.15,42,,,,
C330615170,13,0.15,44,,,,
C331622323,10,0.15,42,,,,
C332190038,7,0.15,7,,,,
C332229910,13,0.15,44,,,,
C332239974,8,0.15,43,,,,
C33256704,13,0.15,44,,,,
C332611573,8,0.15,44,,,,
C332628188,7,0.15,7,,,,
C332727422,10,0.15,42,,,,
C333185464,10,0.15,42,,,,
C333484923,7,0.15,42,,,,
C333991833,11,0.15,44,,,,
C334073161,8,0.15,42,,,,
C33469777,7,0.15,5,,,,
C334817037,11,0.15,43,,,,
C334841918,9,0.15,42,,,,
C335592096,17,0.15,44,,,,
C336519851,10,0.15,42,,,,
C337109624,10,0.15,40,,,,
C337165520,11,0.15,40,,,,
C337291476,11,0.15,43,,,,
C338406777,9,0.15,42,,,,
C338456981,11,0.15,44,,,,
C339075311,9,0.15,32,,,,
C339181872,7,0.15,42,,,,
C339926892,8,0.15,11,,,,
C339931011,9,0.15,5,,,,
C34104097,14,0.15,5,,,,
C34111179,17,0.15,41,,,,
C341292164,21,0.15,42,,,,
C341886098,11,0.15,43,,,,
C342292849,5,0.15,6,,,,
C342410301,14,0.15,44,,,,
C343512101,13,0.15,42,,,,
C343535530,14,0.15,42,,,,
C343982358,11,0.15,5,,,,
C344209010,12,0.15,42,,,,
C344248234,6,0.15,5,,,,
C344259725,11,0.15,44,,,,
C34441666,12,0.15,5,,,,
C345640256,9,0.15,44,,,,
C345742557,9,0.15,42,,,,
C345996643,14,0.15,40,,,,
C346030769,10,0.15,1,,,,
C346428597,8,0.15,42,,,,
C346693029,8,0.15,42,,,,
C34676686,10,0.15,42,,,,
C347453747,10,0.15,43,,,,
C347987512,12,0.15,44,,,,
C34948851,17,0.15,5,,,,
C350034124,17,0.15,41,,,,
C350348759,14,0.15,43,,,,
C350553475,8,0.15,43,,,,
C350626061,11,0.15,5,,,,
C351144071,13,0.15,42,,,,
C351252839,8,0.15,5,,,,
C351880818,13,0.15,5,,,,
C352261908,11,0.15,5,,,,
C352968107,12,0.15,42,,,,
C353418507,10,0.15,42,,,,
C353502635,9,0.15,5,,,,
C353985741,15,0.15,44,,,,
C354098761,8,0.15,5,,,,
C354729496,14,0.15,5,,,,
C354971512,11,0.15,42,,,,
C356750222,14,0.15,43,,,,
C356873706,12,0.15,43,,,,
C357634845,8,0.15,5,,,,
C35785606,12,0.15,40,,,,
C358037591,14,0.15,43,,,,
C358247377,10,0.15,46,,,,
C359221218,13,0.15,5,,,,
C359363895,10,0.15,40,,,,
C359628860,9,0.15,42,,,,
C359668643,17,0.15,44,,,,
C359698649,7,0.15,5,,,,
C360019679,9,0.15,5,,,,
C360122873,11,0.15,5,,,,
C362654279,10,0.15,42,,,,
C362857866,9,0.15,42,,,,
C363006417,14,0.15,36,,,,
C363029037,9,0.15,40,,,,
C363287468,13,0.15,43,,,,
C364273844,12,0.15,43,,,,
C364635096,12,0.15,40,,,,
C365096731,13,0.15,44,,,,
C365152877,9,0.15,43,,,,
C36546691,10,0.15,43,,,,
C366069783,11,0.15,40,,,,
C366397964,19,0.15,41,,,,
C366601563,9,0.15,42,,,,
C367052603,10,0.15,44,,,,
C367433559,6,0.15,5,,,,
C368299362,10,0.15,44,,,,
C369046885,13,0.15,43,,,,
C369115109,10,0.15,42,,,,
C369405043,9,0.15,5,,,,
C369566106,10,0.15,44,,,,
C369805136,13,0.15,5,,,,
C370861553,12,0.15,42,,,,
C371396143,7,0.15,42,,,,
C371517012,10,0.15,41,,,,
C371570992,8,0.15,42,,,,
C371812005,12,0.15,42,,,,
C371877246,13,0.15,43,,,,
C373567366,13,0.15,43,,,,
C373733261,14,0.15,42,,,,
C374053775,12,0.15,44,,,,
C374616385,15,0.15,7,,,,
C375144053,22,0.15,42,,,,
C375459759,16,0.15,44,,,,
C376073938,14,0.15,42,,,,
C37682628,16,0.15,40,,,,
C377075708,9,0.15,42,,,,
C377517197,11,0.15,43,,,,
C378899672,13,0.15,5,,,,
C379301962,18,0.15,43,,,,
C380082625,11,0.15,42,,,,
C380412694,11,0.15,42,,,,
C380564257,12,0.15,42,,,,
C380911997,7,0.15,42,,,,
C381007057,22,0.15,41,,,,
C381250974,9,0.15,42,,,,
C381446674,17,0.15,42,,,,
C381528901,13,0.15,40,,,,
C382004679,15,0.15,5,,,,
C38227648,13,0.15,43,,,,
C382331420,17,0.15,42,,,,
C38251321,7,0.15,5,,,,
C382789952,17,0.15,42,,,,
C383264569,10,0.15,5,,,,
C383368009,8,0.15,43,,,,
C383709704,12,0.15,42,,,,
C384136428,8,0.15,15,,,,
C384665757,11,0.15,42,,,,
C385721880,8,0.15,40,,,,
C386205251,9,0.15,5,,,,
C386332652,11,0.15,44,,,,
C387520458,11,0.15,42,,,,
C388262831,14,0.15,43,,,,
C389212629,8,0.15,7,,,,
C389281305,15,0.15,42,,,,
C389387421,11,0.15,42,,,,
C390271010,8,0.15,38,,,,
C39112485,13,0.15,42,,,,
C391642320,8,0.15,42,,,,
C393216567,11,0.15,42,,,,
C393339341,7,0.15,42,,,,
C394469483,16,0.15,42,,,,
C394488921,14,0.15,42,,,,
C394979408,12,0.15,43,,,,
C395414939,6,0.15,7,,,,
C395508103,12,0.15,43,,,,
C395508885,13,0.15,44,,,,
C39607150,10,0.15,43,,,,
C396716441,6,0.15,5,,,,
C396866523,13,0.15,43,,,,
C3977999,12,0.15,44,,,,
C39858251,12,0.15,5,,,,
C398651508,8,0.15,5,,,,
C39890933,9,0.15,42,,,,
C399061526,14,0.15,40,,,,
C399389739,9,0.15,42,,,,
C399777042,14,0.15,44,,,,
C399875163,15,0.15,42,,,,
C400803731,8,0.15,5,,,,
C401828466,10,0.15,42,,,,
C402571153,15,0.15,42,,,,
C402758720,15,0.15,44,,,,
C402994775,13,0.15,43,,,,
C403631555,9,0.15,43,,,,
C403994735,7,0.15,38,,,,
C404075543,18,0.15,42,,,,
C404247926,5,0.15,15,,,,
C404536294,14,0.15,42,,,,
C405168301,14,0.15,40,,,,
C405614551,8,0.15,40,,,,
C407219337,9,0.15,42,,,,
C407368472,9,0.15,44,,,,
C407936671,12,0.15,44,,,,
C408598280,10,0.15,3,,,,
C408690006,11,0.15,5,,,,
C409317605,9,0.15,7,,,,
C409331076,13,0.15,43,,,,
C409740988,13,0.15,42,,,,
C411345215,15,0.15,41,,,,
C411390898,12,0.15,42,,,,
C411880353,10,0.15,42,,,,
C412473162,12,0.15,44,,,,
C413065793,14,0.15,15,,,,
C413242191,11,0.15,42,,,,
C413455659,14,0.15,42,,,,
C413843100,11,0.15,5,,,,
C41461366,10,0.15,40,,,,
C416536713,7,0.15,40,,,,
C416655198,13,0.15,42,,,,
C417225282,11,0.15,5,,,,
C417267123,18,0.15,41,,,,
C417650106,12,0.15,5,,,,
C417912401,9,0.15,42,,,,
C418638324,8,0.15,40,,,,
C419087520,12,0.15,40,,,,
C419754917,9,0.15,5,,,,
C420340345,8,0.15,40,,,,
C420348872,13,0.15,5,,,,
C421432072,12,0.15,5,,,,
C422003518,13,0.15,3,,,,
C422403315,16,0.15,41,,,,
C423250256,16,0.15,44,,,,
C423379854,7,0.15,42,,,,
C423454023,10,0.15,43,,,,
C423891632,9,0.15,42,,,,
C424790668,13,0.15,44,,,,
C425397379,14,0.15,5,,,,
C426128777,11,0.15,42,,,,
C426715237,12,0.15,44,,,,
C42779194,10,0.15,42,,,,
C427983732,13,0.15,40,,,,
C428024823,14,0.15,42,,,,
C428728055,11,0.15,5,,,,
C429242189,10,0.15,5,,,,
C430016376,16,0.15,44,,,,
C430171917,12,0.15,41,,,,
C430579454,13,0.15,44,,,,
C430880678,22,0.15,43,,,,
C43130617,12,0.15,44,,,,
C431496464,14,0.15,44,,,,
C432013067,11,0.15,42,,,,
C432449092,9,0.15,42,,,,
C433139335,8,0.15,42,,,,
C433355159,13,0.15,42,,,,
C433481742,15,0.15,42,,,,
C435572486,12,0.15,5,,,,
C435637901,11,0.15,42,,,,
C43587827,14,0.15,42,,,,
C436675602,16,0.15,40,,,,
C436675850,12,0.15,43,,,,
C437189630,10,0.15,44,,,,
C437836513,9,0.15,42,,,,
C438204842,13,0.15,42,,,,
C438541016,12,0.15,43,,,,
C438957460,9,0.15,43,,,,
C439601438,8,0.15,5,,,,
C439977323,17,0.15,5,,,,
C440111595,9,0.15,43,,,,
C440694138,17,0.15,41,,,,
C441400844,16,0.15,40,,,,
C44151986,16,0.15,5,,,,
C44197733,10,0.15,5,,,,
C441989517,13,0.15,42,,,,
C442137737,11,0.15,42,,,,
C442850319,17,0.15,43,,,,
C443009341,13,0.15,5,,,,
C444370508,11,0.15,42,,,,
C445134555,14,0.15,5,,,,
C445178285,13,0.15,40,,,,
C445432762,12,0.15,42,,,,
C446179646,18,0.15,43,,,,
C446298173,10,0.15,42,,,,
C447056233,11,0.15,5,,,,
C447271561,18,0.15,42,,,,
C447373253,10,0.15,5,,,,
C447509116,7,0.15,44,,,,
C447736219,14,0.15,44,,,,
C448362974,13,0.15,42,,,,
C44857022,12,0.15,42,,,,
C448612141,10,0.15,43,,,,
C449179311,17,0.15,41,,,,
C449262890,13,0.15,5,,,,
C450299456,15,0.15,5,,,,
C450548035,14,0.15,42,,,,
C450584964,7,0.15,44,,,,
C450845582,13,0.15,44,,,,
C450949430,15,0.15,42,,,,
C451189693,14,0.15,43,,,,
C451582208,12,0.15,40,,,,
C454239699,10,0.15,43,,,,
C454240137,22,0.15,44,,,,
C455036670,9,0.15,42,,,,
C456338836,14,0.15,42,,,,
C457497998,8,0.15,42,,,,
C458379262,7,0.15,5,,,,
C459123820,9,0.15,40,,,,
C459595150,18,0.15,40,,,,
C460167545,11,0.15,5,,,,
C460218551,10,0.15,43,,,,
C46027917,18,0.15,44,,,,
C461156176,11,0.15,42,,,,
C461219673,9,0.15,7,,,,
C461669469,13,0.15,42,,,,
C46234453,9,0.15,42,,,,
C463539622,10,0.15,5,,,,
C463841109,10,0.15,42,,,,
C464042268,6,0.15,42,,,,
C465037281,16,0.15,40,,,,
C465897830,11,0.15,44,,,,
C466569235,19,0.15,40,,,,
C466769207,10,0.15,42,,,,
C467035555,11,0.15,5,,,,
C469059843,10,0.15,43,,,,
C469767739,8,0.15,44,,,,
C469822988,10,0.15,5,,,,
C470079617,9,0.15,44,,,,
C471003383,10,0.15,40,,,,
C471166875,11,0.15,40,,,,
C47208933,13,0.15,42,,,,
C472989518,10,0.15,44,,,,
C473451132,12,0.15,3,,,,
C47376492,12,0.15,42,,,,
C47462628,16,0.15,5,,,,
C474847450,8,0.15,7,,,,
C474891377,9,0.15,42,,,,
C474894075,10,0.15,43,,,,
C475340225,5,0.15,42,,,,
C475624028,14,0.15,5,,,,
C475831512,10,0.15,40,,,,
C475928775,13,0.15,44,,,,
C476313806,6,0.15,15,,,,
C476466255,9,0.15,40,,,,
C476477241,8,0.15,5,,,,
C47652503,10,0.15,43,,,,
C477542874,9,0.15,42,,,,
C477595630,10,0.15,43,,,,
C477892356,11,0.15,5,,,,
C47809392,14,0.15,5,,,,
C478503155,11,0.15,42,,,,
C478715873,11,0.15,42,,,,
C478820701,9,0.15,43,,,,
C479535332,8,0.15,42,,,,
C480118707,12,0.15,5,,,,
C480669012,12,0.15,42,,,,
C480951921,10,0.15,42,,,,
C480961011,12,0.15,42,,,,
C480975116,10,0.15,42,,,,
C481108455,12,0.15,42,,,,
C481253497,14,0.15,44,,,,
C481773197,16,0.15,40,,,,
C48179336,14,0.15,42,,,,
C483009385,14,0.15,40,,,,
C483485800,13,0.15,43,,,,
C483912131,20,0.15,41,,,,
C484067548,14,0.15,44,,,,
C484268062,10,0.15,42,,,,
C484986935,9,0.15,44,,,,
C485578112,5,0.15,23,,,,
C486343841,8,0.15,42,,,,
C486662508,10,0.15,11,,,,
C486996910,14,0.15,40,,,,
C487243829,10,0.15,42,,,,
C487569403,9,0.15,42,,,,
C488606576,8,0.15,5,,,,
C489185823,13,0.15,43,,,,
C489708690,10,0.15,42,,,,
C490092965,8,0.15,5,,,,
C490238464,11,0.15,42,,,,
C490558731,9,0.15,42,,,,
C492776916,11,0.15,42,,,,
C494777408,13,0.15,42,,,,
C495124555,9,0.15,5,,,,
C495473039,13,0.15,20,,,,
C495652708,12,0.15,43,,,,
C496697462,9,0.15,7,,,,
C497088099,10,0.15,42,,,,
C497246334,12,0.15,5,,,,
C497553923,12,0.15,44,,,,
C49864446,12,0.15,7,,,,
C499129070,13,0.15,40,,,,
C49915499,7,0.15,42,,,,
C499760818,9,0.15,38,,,,
C50049566,9,0.15,5,,,,
C500712433,12,0.15,7,,,,
C500992269,11,0.15,43,,,,
C502238060,9,0.15,7,,,,
C503124737,9,0.15,43,,,,
C503433561,8,0.15,42,,,,
C506003529,11,0.15,42,,,,
C506520283,5,0.15,23,,,,
C506565122,10,0.15,44,,,,
C507179979,14,0.15,43,,,,
C507185945,13,0.15,5,,,,
C507831273,13,0.15,44,,,,
C5079947,10,0.15,42,,,,
C508633218,11,0.15,44,,,,
C509362814,9,0.15,42,,,,
C509546455,9,0.15,42,,,,
C509860014,9,0.15,5,,,,
C510046708,10,0.15,5,,,,
C510795907,7,0.15,7,,,,
C510934446,10,0.15,43,,,,
C511635087,7,0.15,7,,,,
C512338137,12,0.15,44,,,,
C512783217,15,0.15,40,,,,
C512928735,13,0.15,5,,,,
C513710252,10,0.15,40,,,,
C514238360,16,0.15,42,,,,
C51444479,13,0.15,44,,,,
C514864285,8,0.15,5,,,,
C515668508,20,0.15,5,,,,
C515794745,12,0.15,42,,,,
C516824110,11,0.15,38,,,,
C517412999,10,0.15,42,,,,
C518028573,14,0.15,44,,,,
C5191822,10,0.15,7,,,,
C519449235,6,0.15,43,,,,
C521087514,15,0.15,43,,,,
C521129957,13,0.15,5,,,,
C521213907,14,0.15,5,,,,
C521436442,8,0.15,42,,,,
C521595859,14,0.15,5,,,,
C52277164,8,0.15,48,,,,
C522845009,11,0.15,7,,,,
C52299933,13,0.15,5,,,,
C524035200,13,0.15,5,,,,
C524644424,9,0.15,42,,,,
C524663308,14,0.15,43,,,,
C525158878,10,0.15,44,,,,
C525850964,19,0.15,7,,,,
C526384621,10,0.15,42,,,,
C526635102,11,0.15,43,,,,
